modules/quantity,modules/capacity_gb,metadata/name,metadata/manufacturer,metadata/part_numbers/0,metadata/series,metadata/variant,speed,ram_type,form_factor,capacity,color/0,color/1,cas_latency,voltage,ecc,registered,heat_spreader,rgb,timings,metadata/last_manually_spec_verified_at,height,metadata/part_numbers/1,metadata/part_numbers/2,metadata/releaseYear,metadata/part_numbers/3,metadata/part_number,profile_support/0,profile_support/1
2,2,G.Skill F3-12800CL9D-4GBSQ Green SODIMM DDR3-1600 CL9 4GB (2x2GB),G.SKILL,F3-12800CL9D-4GBSQ,F3-12800CL9D-4GBSQ,1600 CL9,1600,DDR3,204-pin SO-DIMM,4,GREEN,,9,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,48,Corsair Vengeance Black / Silver DDR5-6600 CL32 96GB (2x48GB),Corsair,CMK96GX5M2B6600C32,Vengeance,6600 CL32,6600,DDR5,288-pin DIMM,96,BLACK,GREY,32,,Non-ECC,Unbuffered,TRUE,FALSE,32-39-39-76,,,,,,,,,
2,8,TEAMGROUP T-FORCE Vulcan Z 16 GB (2 x 8 GB) DDR4-3200 CL16,TEAMGROUP,TLZGD416G3200HC16CDC,Vulcan Z,DDR4-3200 CL16,3200,DDR4,288-pin DIMM,16,,,16,1.35,Non-ECC,Unbuffered,TRUE,FALSE,16-18-18-38,,32,TLZGD416G3200HC16CDC01,,2019,,,,
2,8,Kingston FURY Beast RGB Black DDR5-5200 CL40 16GB (2x8GB),Kingston,KF552C40BBAK2-16,FURY,5200 CL40,5200,DDR5,288-pin DIMM,16,BLACK,,40,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,16,ADATA XPG GAMMIX D45 Black DDR4-3200 CL16 32GB (2x16GB),ADATA,AX4U320016G16A-DCBKD45,XPG,3200 CL16,3200,DDR4,288-pin DIMM,32,BLACK,,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,Silicon Power DDR5 32GB (2x16GB) Zenith RGB 6400MHz CL32 WHITE,Silicon Power,SP032GXLWU64AFDH,XPOWER Zenith RGB,6400 CL32,6400,DDR5,288-pin DIMM,32,WHITE,,32,1.4,Non-ECC,Unbuffered,TRUE,TRUE,32-39-39-102,2025-11-11T06:44:19.779Z,38.6,,,,,,,
4,16,G.Skill Zeta R5 Neo Registered Black DDR5-6000 CL30 64GB (4x16GB),G.SKILL,F5-6000R3036G16GQ4-ZR5NK,Zeta,6000 CL30,6000,DDR5,288-pin DIMM,64,BLACK,,30,,Non-ECC,Unbuffered,FALSE,FALSE,30-36-36-96,,,,,,,,,
2,16,OLOy WarHawk RGB White DDR4-3600 CL18 32GB (2x16GB),OLOy,ND4U1636181DCWDX,WarHawk,3600 CL18,3600,DDR4,288-pin DIMM,32,WHITE,,18,,Non-ECC,Unbuffered,TRUE,TRUE,18-22-22-42,,,,,,,,,
2,16,TEAMGROUP T-Force Delta RGB Black DDR4-3600 CL18 32GB (2x16GB),TEAMGROUP,TF3D432G3600HC18JDC01,T-Force,3600 CL18,3600,DDR4,288-pin DIMM,32,BLACK,,18,1.35,Non-ECC,Unbuffered,TRUE,TRUE,18-22-22-42,2025-09-20T18:33:41.600Z,,TF3D432G3600HC18JDC0,15324896,,,,,
1,16,Kingston FURY Beast White DDR5-6000 CL30 16GB (1x16GB),Kingston,KF560C30BWE-16,FURY,6000 CL30,6000,DDR5,288-pin DIMM,16,WHITE,,30,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,PNY XLR8 Gaming MAKO EPIC-X RGB Black DDR5-6000 CL40 32GB (2x16GB),PNY,MD32GK2D5600040MXRGB,XLR8,6000 CL40,6000,DDR5,288-pin DIMM,32,BLACK,,40,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
4,8,G.Skill Trident Z Red / Silver DDR4-3200 CL16 32GB (4x8GB),G.SKILL,F4-3200C16Q-32GTZB,Trident,3200 CL16,3200,DDR4,288-pin DIMM,32,RED,GREY,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,FBA_F4-3200C16Q-32GTZB,,,,,,
2,16,Mushkin Redline Lumina Black DDR4-3200 CL14 32GB (2x16GB),Mushkin,MLA4C320EJJP16GX2,Redline,3200 CL14,3200,DDR4,288-pin DIMM,32,BLACK,,14,,Non-ECC,Unbuffered,TRUE,TRUE,14-18-18-38,,,,,,,,,
2,24,G.Skill Trident Z5 Neo RGB White / Black DDR5-6400 CL32 48GB (2x24GB),G.SKILL,F5-6400J3239F24GX2-TZ5NRW,Trident,6400 CL32,6400,DDR5,288-pin DIMM,48,WHITE,BLACK,32,,Non-ECC,Unbuffered,TRUE,TRUE,32-39-39-102,,,,,,,,,
2,32,Corsair Vengeance RGB Pro SL Black DDR4-3200 CL16 64GB (2x32GB),Corsair,CMH64GX4M2E3200C16,Vengeance,3200 CL16,3200,DDR4,288-pin DIMM,64,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,16-20-20-38,,,,,,,,,
1,24,Kingston FURY Renegade Silver / Black DDR5-6400 CL32 24GB (1x24GB),Kingston,KF564C32RS-24,FURY,6400 CL32,6400,DDR5,288-pin DIMM,24,GREY,BLACK,32,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,24,TEAMGROUP T-Force Xtreem Pink DDR5-6800 CL34 48GB (2x24GB),TEAMGROUP,FFPD548G6800HC34ADC01,T-Force,6800 CL34,6800,DDR5,288-pin DIMM,48,PINK,,34,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,64,Crucial CP2K64G56C46U5 Black DDR5-5600 CL46 128GB (2x64GB),Crucial,CP2K64G56C46U5,CP2K64G56C46U5,5600 CL46,5600,DDR5,288-pin DIMM,128,BLACK,,46,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,Corsair Vengeance Black / Silver DDR5-6200 CL32 32GB (2x16GB),Corsair,CMK32GX5M2X6200C32,Vengeance,6200 CL32,6200,DDR5,288-pin DIMM,32,BLACK,GREY,32,,Non-ECC,Unbuffered,TRUE,FALSE,32-38-38-80,,,,,,,,,
2,8,Corsair Dominator Platinum RGB Black DDR4-3600 CL18 16GB (2x8GB),Corsair,CMT16GX4M2C3600C18,Dominator,3600 CL18,3600,DDR4,288-pin DIMM,16,BLACK,,18,,Non-ECC,Unbuffered,TRUE,TRUE,18-19-19-39,,,,,,,,,
2,16,Crucial CT2K16G52C42U5 Black DDR5-5200 CL42 32GB (2x16GB),Crucial,CT2K16G52C42U5,CT2K16G52C42U5,5200 CL42,5200,DDR5,288-pin DIMM,32,BLACK,,42,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,16,G.Skill Trident Z5 Silver / Black DDR5-5600 CL36 32GB (2x16GB),G.SKILL,F5-5600J3636C16GX2-TZ5S,Trident,5600 CL36,5600,DDR5,288-pin DIMM,32,GREY,BLACK,36,,Non-ECC,Unbuffered,TRUE,FALSE,36-36-36-89,,,9B20-374-336,,,,,,
2,16,Corsair Vengeance RGB Pro Black DDR4-3200 CL16 32GB (2x16GB),Corsair,CMW32GX4M2C3200C16,Vengeance,3200 CL16,3200,DDR4,288-pin DIMM,32,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,16-18-18-36,,,,,,,,,
1,8,Kingston HyperX Fury Black / Silver DDR4-2666 CL16 8GB (1x8GB),Kingston,HX426C16FB2,HyperX,2666 CL16,2666,DDR4,288-pin DIMM,8,BLACK,GREY,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,8,,,,,,
2,16,TEAMGROUP T-Force Vulcan Black DDR5-5600 CL40 32GB (2x16GB),TEAMGROUP,FLBD532G5600HC40BDC01,T-Force,5600 CL40,5600,DDR5,288-pin DIMM,32,BLACK,,40,,Non-ECC,Unbuffered,TRUE,FALSE,40-40-40-84,,,,,,,,,
1,4,Corsair ValueSelect Black / Green DDR3-1600 CL11 4GB (1x4GB),Corsair,CMV4GX3M1C1600C11,ValueSelect,1600 CL11,1600,DDR3,240-pin DIMM,4,BLACK,GREEN,11,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,16,Acer Predator Hermes RGB Silver DDR5-6400 CL32 32GB (2x16GB),Acer,BL.9BWWR.392                                                    HERMES-32GB-6400-1R8-V3,Predator,6400 CL32,6400,DDR5,288-pin DIMM,32,GREY,,32,,Non-ECC,Unbuffered,TRUE,TRUE,32-39-39-102,,,,,,,,,
2,32,Corsair Vengeance RGB Black / Gray DDR5-5600 CL40 64GB (2x32GB),Corsair,CMH64GX5M2B5600Z40K,Vengeance,5600 CL40,5600,DDR5,288-pin DIMM,64,BLACK,GREY,40,,Non-ECC,Unbuffered,TRUE,TRUE,40-40-40-77,,,,,,,,,
2,32,TEAMGROUP Elite Black DDR5-5200 CL42 64GB (2x32GB),TEAMGROUP,TED564G5200C42DC01,Elite,5200 CL42,5200,DDR5,288-pin DIMM,64,BLACK,,42,,Non-ECC,Unbuffered,FALSE,FALSE,42-42-42-84,,,,,,,,,
8,16,Corsair WS Registered Black / Green DDR5-5600 CL40 128GB (8x16GB),Corsair,CMA128GX5M8B5600C40,WS,5600 CL40,5600,DDR5,288-pin DIMM,128,BLACK,GREEN,40,,Non-ECC,Unbuffered,FALSE,FALSE,40-40-40-77,,,,,,,,,
2,16,TEAMGROUP T-Force Vulcan Z Red / Black DDR4-3600 CL18 32GB (2x16GB),TEAMGROUP,TLZRD432G3600HC18JDC,T-Force,3600 CL18,3600,DDR4,288-pin DIMM,32,RED,BLACK,18,,Non-ECC,Unbuffered,TRUE,FALSE,18-22-22-42,,,,,,,,,
2,16,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB Black DDR5-5600 CL36 32GB (2x16GB),TEAMGROUP,FF5D532G5600HC36BDC01,T-Force,5600 CL36,5600,DDR5,288-pin DIMM,32,BLACK,,36,,Non-ECC,Unbuffered,TRUE,TRUE,36-36-36-76,,,,,,,,,
2,8,Silicon Power XPOWER Turbine Blue DDR4-3200 CL16 16GB (2x8GB),Silicon Power,SP016GXLZU320BDA,XPOWER,3200 CL16,3200,DDR4,288-pin DIMM,16,BLUE,,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,GeIL Polaris Red DDR5-5200 CL34 32GB (2x16GB),GeIL,GAOR532GB5200C34ADC,Polaris,5200 CL34,5200,DDR5,288-pin DIMM,32,RED,,34,,Non-ECC,Unbuffered,TRUE,FALSE,34-38-38-78,,,,,,,,,
2,16,Silicon Power XPOWER Storm RGB DDR5-6000 CL36 32GB (2x16GB),Silicon Power,SP032GXLWU60CFDL                                                    SU032GXLWU60CFDLBH                                                    SU032GXLWU60CFDLSN,XPOWER,6000 CL36,6000,DDR5,288-pin DIMM,32,WHITE,,36,,Non-ECC,Unbuffered,TRUE,TRUE,36-36-36-96,,,SP032GXLWU60CFDL,,,,,,
2,32,Patriot Viper Silver / Black DDR4-3600 CL18 64GB (2x32GB),Patriot,PVS464G360C8K,Viper,3600 CL18,3600,DDR4,288-pin DIMM,64,GREY,BLACK,18,,Non-ECC,Unbuffered,TRUE,FALSE,18-22-22-42,,,,,,,,,
2,16,Silicon Power SP032GBLFU320X22 DDR4-3200 CL22 32GB (2x16GB),Silicon Power,SP032GBLFU320X22,SP032GBLFU320X22,3200 CL22,3200,DDR4,288-pin DIMM,32,,,22,,Non-ECC,Unbuffered,FALSE,,,,,,,,,,,
2,32,G.Skill Trident Z RGB Black DDR4-3200 CL16 64GB (2x32GB),G.SKILL,F4-3200C16D-64GTZR,Trident,3200 CL16,3200,DDR4,288-pin DIMM,64,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,16-18-18-38,,,,,,,,,
2,4,G.Skill Value Black DDR4-2400 CL17 8GB (2x4GB),G.SKILL,F4-2400C17D-8GNT,Value,2400 CL17,2400,DDR4,288-pin DIMM,8,BLACK,,17,,Non-ECC,Unbuffered,FALSE,FALSE,17-17-17-39,,,,,,,,,
1,48,Crucial CT48G56C46S5 Black SODIMM DDR5-5600 CL46 48GB (1x48GB),Crucial,CT48G56C46S5,CT48G56C46S5,5600 CL46,5600,DDR5,262-pin SO-DIMM,48,BLACK,,46,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
1,16,TEAMGROUP Elite Plus Black DDR5-6400 CL52 16GB (1x16GB),TEAMGROUP,TPBD516G6400HC5201,Elite,6400 CL52,6400,DDR5,288-pin DIMM,16,BLACK,,52,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,8,VisionTek OCPC PISTA RGB Gray DDR5-5600 CL36 16GB (2x8GB),VisionTek,901508,OCPC,5600 CL36,5600,DDR5,288-pin DIMM,16,GREY,,36,,Non-ECC,Unbuffered,TRUE,TRUE,36-38-38-76,,,,,,,,,
1,32,Kingston FURY Beast RGB White DDR5-6000 CL30 32GB (1x32GB),Kingston,KF560C30BWEA-32,FURY,6000 CL30,6000,DDR5,288-pin DIMM,32,WHITE,,30,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,48,Corsair Vengeance Black DDR5-6000 CL36 96GB (2x48GB),Corsair,CMK96GX5M2E6000Z36,Vengeance,6000 CL36,6000,DDR5,288-pin DIMM,96,BLACK,,36,,Non-ECC,Unbuffered,TRUE,FALSE,36-44-44-44,,,,,,,,,
1,16,GeIL Polaris RGB DDR5-5600 CL38 16GB (1x16GB),GeIL,GOSR516GB5600C38ASC,Polaris,5600 CL38,5600,DDR5,288-pin DIMM,16,RED,,38,,Non-ECC,Unbuffered,TRUE,TRUE,38-44-44-84,,,,,,,,,
1,16,Silicon Power SP016GBSVU480F02 SODIMM DDR5-4800 CL40 16GB (1x16GB),Silicon Power,SP016GBSVU480F02,SP016GBSVU480F02,4800 CL40,4800,DDR5,262-pin SO-DIMM,16,,,40,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,32,Thermaltake TOUGHRAM XG RGB Black / Silver DDR4-4000 CL19 64GB (2x32GB),Thermaltake,R016R432GX2-4000C19A,TOUGHRAM,4000 CL19,4000,DDR4,288-pin DIMM,64,BLACK,GREY,19,,Non-ECC,Unbuffered,TRUE,TRUE,19-23-23-42,,,,,,,,,
2,16,Corsair Dominator Platinum RGB Black DDR5-5200 CL38 32GB (2x16GB),Corsair,CMT32GX5M2B5200C38,Dominator,5200 CL38,5200,DDR5,288-pin DIMM,32,BLACK,,38,,Non-ECC,Unbuffered,TRUE,TRUE,38-38-38-84,,,,,,,,,
2,8,Corsair Vengeance RGB Black DDR4-3200 CL16 16GB (2x8GB),Corsair,CMR16GX4M2C3200C16,Vengeance,3200 CL16,3200,DDR4,288-pin DIMM,16,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,16-18-18-36,,,,,,,,,
2,4,G.Skill Ripjaws X Black / Blue DDR3-1600 CL7 8GB (2x4GB),G.SKILL,F3-12800CL7D-8GBXM,Ripjaws,1600 CL7,1600,DDR3,240-pin DIMM,8,BLACK,BLUE,7,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,PNY XLR8 Gaming MAKO Black DDR5-5200 CL38 32GB (2x16GB),PNY,MD16GSD5520038MXR,XLR8,5200 CL38,5200,DDR5,288-pin DIMM,32,BLACK,,38,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
1,16,TEAMGROUP T-Force Delta RGB DDR4 16GB (1x16GB) 3200MHz CL16 WHITE,TEAMGROUP,TF4D416G3200HC16C01,T-Force,Delta RGB White DDR4,3200,DDR4,288-pin DIMM,16,WHITE,,16,1.35,Non-ECC,Unbuffered,TRUE,TRUE,16-18-18-38,2025-09-22T21:07:06.281Z,,,,,,,,
2,24,Acer Predator Pallas II Silver DDR5-6400 CL32 48GB (2x24GB),Acer,BL.9BWWR.460                                                    PALLASII-48GB-6400-1R8-2XV2,Predator,6400 CL32,6400,DDR5,288-pin DIMM,48,GREY,,32,,Non-ECC,Unbuffered,TRUE,FALSE,32-39-39-102,,,,,,,,,
2,8,ADATA XPG SPECTRIX D41 Black DDR4-3600 CL17 16GB (2x8GB),ADATA,AX4U360038G17-DT41,XPG,3600 CL17,3600,DDR4,288-pin DIMM,16,BLACK,,17,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
1,1,Crucial CT12864BA1067 Green DDR3-1066 CL7 1GB (1x1GB),Crucial,CT12864BA1067,CT12864BA1067,1066 CL7,1066,DDR3,240-pin DIMM,1,GREEN,,7,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,24,Klevv CRAS V RGB Black DDR5-7200 CL34 48GB (2x24GB),Klevv,KD5KGUD80-72B340G,CRAS,7200 CL34,7200,DDR5,288-pin DIMM,48,BLACK,,34,,Non-ECC,Unbuffered,TRUE,TRUE,34-44-44-84,2025-12-06T02:44:15.152Z,,,,,,,,
2,8,PNY Anarchy Black / Red DDR3-2400 CL11 16GB (2x8GB),PNY,MD16GK2D3240011AXR,Anarchy,2400 CL11,2400,DDR3,240-pin DIMM,16,BLACK,RED,11,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
4,8,G.Skill Sniper X Black / White DDR4-2400 CL17 32GB (4x8GB),G.SKILL,F4-2400C17Q-32GSXW,Sniper,2400 CL17,2400,DDR4,288-pin DIMM,32,BLACK,WHITE,17,,Non-ECC,Unbuffered,TRUE,FALSE,17-17-17-39,,,,,,,,,
2,16,G.Skill Trident Z Royal White DDR4-4000 CL16 32GB (2x16GB),G.SKILL,F4-4000C16D-32GTRS,Trident,4000 CL16,4000,DDR4,288-pin DIMM,32,WHITE,,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-19-19-39,,,,,,,,,
2,16,Silicon Power DDR5 32GB (2x16GB) Zenith RGB 6000MHz CL36 WHITE,Silicon Power,SP032GXLWU60CFDH,XPOWER Zenith RGB,6000 CL36,6000,DDR5,288-pin DIMM,32,WHITE,,36,1.35,Non-ECC,Unbuffered,TRUE,TRUE,36-36-36-96,2025-11-08T20:48:29.251Z,38.5,,,,,,,
2,16,Corsair Vengeance LPX White DDR4-3200 CL16 32GB (2x16GB),Corsair,CMK32GX4M2B3200C16W,Vengeance,3200 CL16,3200,DDR4,288-pin DIMM,32,WHITE,,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-18-18-36,,,,,,,,,
2,32,G.Skill Ripjaws V Black DDR4-3600 CL18 64GB (2x32GB),G.SKILL,F4-3600C18D-64GVK,Ripjaws,3600 CL18,3600,DDR4,288-pin DIMM,64,BLACK,,18,,Non-ECC,Unbuffered,TRUE,FALSE,18-22-22-42,,,,,,,,,
4,8,TEAMGROUP T-Force Vulcan Silver / Black DDR4-3200 CL16 32GB (4x8GB),TEAMGROUP,TLGD432G3200HC16CQC01,T-Force,3200 CL16,3200,DDR4,288-pin DIMM,32,GREY,BLACK,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-18-18-38,,,,,,,,,
1,8,Crucial Classic Black DDR5-5600 CL46 8GB (1x8GB),Crucial,CT8G56C46U5,Classic,5600 CL46,5600,DDR5,288-pin DIMM,8,BLACK,,46,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,8,G.Skill Ripjaws V Black DDR4-4600 CL19 16GB (2x8GB),G.SKILL,F4-4600C19D-16GVKE,Ripjaws,4600 CL19,4600,DDR4,288-pin DIMM,16,BLACK,,19,,Non-ECC,Unbuffered,TRUE,FALSE,19-26-26-46,,,,,,,,,
2,16,ADATA XPG GAMMIX D10 Black / Silver DDR4-3200 CL16 32GB (2x16GB),ADATA,AX4U320016G16A-DB10,XPG,3200 CL16,3200,DDR4,288-pin DIMM,32,BLACK,GREY,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,Silicon Power GAMING Red / Black DDR4-3200 CL16 32GB (2x16GB),Silicon Power,SP032GXLZU320FDAAD,GAMING,3200 CL16,3200,DDR4,288-pin DIMM,32,RED,BLACK,16,1.35,Non-ECC,Unbuffered,TRUE,FALSE,16-18-18-38,2025-09-11T22:02:06.305Z,,SP032GXLZU320BDC,,,,,,
4,8,Kingston KVR21R15S4K4/32 Registered Black / Green DDR4-2133 CL15 32GB (4x8GB),Kingston,KVR21R15S4K4,KVR21R15S4K4/32,2133 CL15,2133,DDR4,288-pin DIMM,32,BLACK,GREEN,15,,Non-ECC,Unbuffered,FALSE,FALSE,,,,32,KVR21R15S4K4/32,,,,,
2,16,V-Color XSky RGB DDR5-6400 CL32 32GB (2x16GB),v-color,TMXSL1664832KWK,XSky,6400 CL32,6400,DDR5,288-pin DIMM,32,BLACK,,32,,Non-ECC,Unbuffered,TRUE,TRUE,32-39-39-102,,,,,,,,,
2,32,G.Skill Trident Z5 Black DDR5-6000 CL30 64GB (2x32GB),G.SKILL,F5-6000J3040G32GX2-TZ5K,Trident,6000 CL30,6000,DDR5,288-pin DIMM,64,BLACK,,30,,Non-ECC,Unbuffered,TRUE,FALSE,30-40-40-96,,,,,,,,,
4,4,Corsair Vengeance Black / Blue DDR3-1600 CL9 16GB (4x4GB),Corsair,CMZ16GX3M4A1600C9B,Vengeance,1600 CL9,1600,DDR3,240-pin DIMM,16,BLACK,BLUE,9,,Non-ECC,Unbuffered,TRUE,FALSE,9-9-9-24,,,,,,,,,
2,16,G.Skill Ripjaws S5 Black DDR5-6800 CL34 32GB (2x16GB),G.SKILL,F5-6800J3445G16GX2-RS5K,Ripjaws,6800 CL34,6800,DDR5,288-pin DIMM,32,BLACK,,34,,Non-ECC,Unbuffered,TRUE,FALSE,34-45-45-108,,,,,,,,,
4,4,PNY Anarchy Black / Blue DDR4-2400 CL15 16GB (4x4GB),PNY,MD16GK4D4240015AB,Anarchy,2400 CL15,2400,DDR4,288-pin DIMM,16,BLACK,BLUE,15,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,G.Skill Trident Z5 RGB Black DDR5-5600 CL40 32GB (2x16GB),G.SKILL,F5-5600J4040C16GX2-TZ5RK,Trident,5600 CL40,5600,DDR5,288-pin DIMM,32,BLACK,,40,,Non-ECC,Unbuffered,TRUE,TRUE,40-40-40-89,,,,,,,,,
2,16,TEAMGROUP T-Force Delta RGB Eco Silver DDR5-6000 CL38 32GB (2x16GB),TEAMGROUP,FF2D532G6000HC38GDC01,T-Force,6000 CL38,6000,DDR5,288-pin DIMM,32,GREY,,38,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
1,32,ADATA XPG LANCER RGB Black 32GB (1x32GB) DDR5 6000 CL30,ADATA,AX5U6000C3032G-CLARBK,XPG Lancer,6000 CL30,6000,DDR5,288-pin DIMM,32,BLACK,,30,1.35,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,8,HyperX Predator Black 16GB kit 4133MHz DDR4,HyperX,HX441C19PB3K2/16,Predator,Black,4133,DDR4,288-pin DIMM,16,BLACK,,19,1.35,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,G.Skill Trident Z5 RGB Black DDR5-6000 CL36 32GB (2x16GB),G.SKILL,F5-6000J3636F16GA2-TZ5RK,Trident,6000 CL36,6000,DDR5,288-pin DIMM,32,BLACK,,36,,Non-ECC,Unbuffered,TRUE,TRUE,36-36-36-96,,,,,,,,,
2,32,G.Skill Ripjaws Black DDR5-6000 CL32 64GB (2x32GB),G.SKILL,F5-6000J3238G32GX2-RS5K,Ripjaws,6000 CL32,6000,DDR5,288-pin DIMM,64,BLACK,,32,,Non-ECC,Unbuffered,TRUE,FALSE,32-38-38-96,,,,,,,,,
1,16,Kingston HyperX Fury RGB DDR4-2400 CL15 16GB (1x16GB),Kingston,HX424C15FB3A,HyperX,2400 CL15,2400,DDR4,288-pin DIMM,16,BLACK,,15,,Non-ECC,Unbuffered,TRUE,TRUE,,,,16,,,,,,
2,4,PNY Anarchy Black / Blue DDR3-2133 CL10 8GB (2x4GB),PNY,MD8GK2D3213310AB-Z,Anarchy,2133 CL10,2133,DDR3,240-pin DIMM,8,BLACK,BLUE,10,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
1,8,Patriot Viper Steel Silver / Black DDR4-3200 CL16 8GB (1x8GB),Patriot,PVS48G320C6,Viper,3200 CL16,3200,DDR4,288-pin DIMM,8,GREY,BLACK,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-18-18-36,,,,,,,,,
2,8,CORSAIR VENGEANCE RGB PRO DDR4 RAM 16GB (2x8GB) 3200MHz CL16-18-18-36 1.35V Intel AMD Desktop Computer Memory - Black (CMW16GX4M2C3200C16),Corsair,CMW16GX4M2C3200C16,Vengeance RGB Pro,3200MHz CL16-18-18-36,3200,DDR4,288-pin DIMM,16,,,16,1.35,Non-ECC,Unbuffered,TRUE,TRUE,16-18-18-36,,44,,,2022,,,,
2,32,Corsair Vengeance RGB Black DDR5-6000 CL38 64GB (2x32GB),Corsair,CMH64GX5M2B6000C38,Vengeance,6000 CL38,6000,DDR5,288-pin DIMM,64,BLACK,,38,,Non-ECC,Unbuffered,TRUE,TRUE,38-44-44-96,,,,,,,,,
2,16,Silicon Power DDR5 32GB (2x16GB) Zenith RGB 6800MHz CL34 Black,Silicon Power,SP032GXLWU68AFDF,XPOWER Zenith RGB,6800 CL34,6800,DDR5,288-pin DIMM,32,BLACK,,34,1.4,Non-ECC,Unbuffered,TRUE,TRUE,34-45-45-108,2025-11-11T18:52:50.490Z,38.5,,,,,,,
4,8,Kingston FURY Beast Black DDR4-3600 CL18 32GB (4x8GB),Kingston,KF436C17BBK4,FURY,3600 CL18,3600,DDR4,288-pin DIMM,32,BLACK,,18,,Non-ECC,Unbuffered,TRUE,FALSE,,,,32,KF436C17BBK4/32,,HX436C17FB3K4/32,,,
2,16,CORSAIR Vengeance 32GB (2 x 16GB) DDR5-6000 CL30 Memory Kit ÅEÄÅE Black,Corsair,CMK32GX5M2B6000C30,VENGEANCE DDR5,6000 MT/s CL30,6000,DDR5,288-pin DIMM,32,,,30,1.4,Non-ECC,Unbuffered,TRUE,FALSE,30-36-36-76,,,,,2023,,,,
1,32,ADATA XPG SPECTRIX D50 Black DDR4-3600 CL18 32GB (1x32GB),ADATA,AX4U360032G18I-ST50,XPG,3600 CL18,3600,DDR4,288-pin DIMM,32,BLACK,,18,,Non-ECC,Unbuffered,TRUE,FALSE,,,,AX4U360032G18IST50,,,,,,
2,16,G.Skill Ripjaws S5 White DDR5-5600 CL28 32GB (2x16GB),G.SKILL,F5-5600J2834F16GA2-RS5W,Ripjaws,5600 CL28,5600,DDR5,288-pin DIMM,32,WHITE,,28,,Non-ECC,Unbuffered,TRUE,FALSE,28-34-34-89,,,,,,,,,
2,32,Corsair Vengeance RGB Black DDR5-6000 CL30 64GB (2x32GB),Corsair,CMH64GX5M2B6000Z30,Vengeance,6000 CL30,6000,DDR5,288-pin DIMM,64,BLACK,,30,,Non-ECC,Unbuffered,TRUE,TRUE,30-36-36-76,,,,,,,,,
4,16,Kingston FURY Beast Black DDR4-3200 CL16 64GB (4x16GB),Kingston,KF432C16BBK4,FURY,3200 CL16,3200,DDR4,288-pin DIMM,64,BLACK,,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,64,KF432C16BBK4/64,,,,,
2,16,G.Skill Ripjaws M5 RGB Black DDR5-6400 CL36 32GB (2x16GB),G.SKILL,F5-6400J3648F16GX2-RM5RK,Ripjaws,6400 CL36,6400,DDR5,288-pin DIMM,32,BLACK,,36,1.35,Non-ECC,Unbuffered,TRUE,TRUE,36-48-48-102,2025-09-19T17:34:02.268Z,,,,,,,,
