metadata/name,metadata/manufacturer,metadata/part_numbers/0,metadata/part_numbers/1,metadata/series,metadata/variant,capacity,form_factor,interface,nvme,storage_type,type,cache,metadata/releaseYear,metadata/part_numbers/2,metadata/part_numbers/3,metadata/part_numbers/4,metadata/part_numbers/5
"Seagate Barracuda Compute 3 TB 3.5"" 5400 RPM Internal Hard Drive",Seagate Technology,ST3000DMZ07,ST3000DM007,BarraCuda Compute,3 TB,3000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,2017,,,,
Gigabyte AORUS Gen4 5000E 2TB SSD M.2-2280 PCIe 4.0 X4 NVME,Gigabyte,AG450E2TB-G,,AORUS,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Integral M 256 GB SSD M.2-2280 PCIe 3.0 X4 NVMe,Integral,INSSD256GM280NM1,,M,256GB,256,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Corsair MP600 GS 2TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Corsair,CSSD-F2000GBMP600GS,,MP600,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
SK Hynix Platinum P41 500GB M.2 SSD PCIe 4.0 NVMe,SK Hynix,SHPP41-500GM-2,,Platinum,500GB,500,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
MSI SPATIUM M480 PLAY 2TB M.2 SSD PCIe 4.0 NVMe,MSI,S78-440Q300-P83                                                    SM480N2TBP,,SPATIUM,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Patriot Viper VP4300 2TB M.2 SSD PCIe 4.0 NVMe,Patriot,VP4300-2TBM28H,,Viper,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Leven JPS800 2TB M.2 SSD PCIe 4.0 NVMe,Leven,JPS800-2TB,,JPS800,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate Barracuda Pro 14TB Internal Hard Drive Performance HDD ・・ 3.5 Inch SATA 6 Gb/s 7200 RPM 256MB Cache for Computer Desktop PC, Data Recovery (ST14000DM001)",Seagate,ST14000DMZ01,ST14000DMZ01/DM001,BarraCuda Pro,14TB,14000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,2018,ST14000DM001,,,
"Intel D3-S4510 960GB SSD 2.5"" SATA",Intel,SSDSC2KB960G801,,D3-S4510,960GB,960,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Seagate FireCuda 120 4TB SSD 2.5"" SATA 6.0 Gb/s",Seagate,ZA4000GM10001                                                    ZA4000GM1A001,,FireCuda,4000GB,4000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Kingston Fury Renegade 4TB SSD M.2 PCIe 4.0 X4 NVMe,Kingston,SFYRD,4000G,Fury,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,SFYRD/4000G,,,
"Seagate BarraCuda 500GB HDD 2.5"" 5400 RPM SATA 6.0 Gb/s Internal",Seagate,ST500LM030,,BarraCuda,500GB,500,"2.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
KingSpec NX-2230 512GB SSD M.2-2230 PCIe 3.0 NVMe,KingSpec,NX-512-2230,NX-512 2230,NX-2230,512GB,512,M.2-2230,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Intel 600p 256GB SSD M.2 PCIe 3.0 NVMe,Intel,SSDPEKKW256G7X1,,600p,256GB,256,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate Exos 7E10 512n 4TB HDD 3.5"" 7200RPM SATA",Seagate,ST4000NM000B,ST4000NM000BSP,Exos,4000GB,4000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital VelociRaptor 300GB HDD 10000RPM 3.5"" SATA",Western Digital,WD3000HLHX,,VelociRaptor,300GB,300,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
G.Skill Ripjaws S3 240GB M.2 SSD SATA,G.Skill,FT-M8SI-240GRS3,,Ripjaws,240GB,240,M.2-2280,M.2 SATA,FALSE,SSD,SSD,,,,,,
Transcend 830S 4TB M.2-2280 SSD SATA,Transcend,TS4TMTS830S,,830S,4000GB,4000,M.2-2280,M.2 SATA,FALSE,SSD,SSD,,,,,,
Kingston Fury Renegade 1TB SSD M.2-2280 PCIe 4.0 X4 NVMe,Kingston,SFYRS,1000G,Fury,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,SFYRS/1000G,,,
"Western Digital Red 12 TB HDD 5400 RPM 3.5"" SATA",Western Digital,WD120EFAX,,Red,12000GB,12000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
KIOXIA BG5 512GB SSD M.2 2280 PCIe 4.0 x4 NVMe,KIOXIA,KBG50ZNV512G,,BG5,512GB,512,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Asus ROG Strix SQ7 1TB SSD M.2-2280 PCIe 4.0 X4 NVMe,Asus,90DD02PZ-M09000,90DD0230-B20010,ROG,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Mushkin Source HC 8TB SSD 2.5"" SATA 6.0 Gb/s",Mushkin,MKNSSDHC8TB,,Source,8000GB,8000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Intel 520 240GB SSD 2.5"" SATA 6.0 Gb/s",Intel,SSDSC2CW240A310,,520,240GB,240,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"OWC Mercury Electra 6G 1TB SSD 2.5"" SATA",OWC,S3D7E6GD10,OWCS3D7E6GD10,Mercury,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Western Digital Red SN700 250GB SSD M.2-2280 PCIe 3.0 X4 NVMe,Western Digital,WDS250G1R0C,,Red,250GB,250,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"ADATA SU760 1TB SSD 2.5"" SATA 6.0 Gb/s",ADATA,ASU760SS-1TT-C,,SU760,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Western Digital Black AN1500 2TB SSD PCIe x8 NVMe,Western Digital,WDS200T1X0L                                                    WDS200T1X0L-00AUJ0,WDS200T1X0L,Black,2000GB,2000,PCIe,M.2 PCIe 3.0 x8,TRUE,SSD,SSD,,,,,,
"Crucial MX300 2.05 TB SSD 2.5"" SATA",Crucial,CT2050MX300SSD1,,MX300,2000GB,2000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Inland TN325 1TB SSD M.2-2242 PCIe 3.0 NVMe,Inland,1TB TN325,TN325,TN325,1000GB,1000,M.2-2242,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Samsung PM893 480GB SSD 2.5"" SATA 6.0 Gb/s",Samsung,MZ-7L348000                                                    MZ7L3480HCHQ-00A07,MZ-7L348000,PM893,480GB,480,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"TEAMGROUP T-Force Vulcan 250GB 2.5"" SSD SATA",TEAMGROUP,T253TV250G3C301,,T-Force,250GB,250,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Micron 2200 256 GB SSD M.2-2280 PCIe 3.0 X4 NVME,Micron,MTFDHBA256TCK-1AS15A,,2200,256GB,256,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Samsung 9100 PRO w/Heatsink 2TB M.2-2280 SSD PCIe 5.0 NVMe,Samsung,MZ-VAP2T0C,AM                                                    MZ-VAP2T0C,9100,2000GB,2000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
"Corsair Force GT 120GB SSD 2.5"" SATA 6.0 Gb/s",Corsair,CSSD-F120GBGT-BK,,Force,120GB,120,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Nextorage G-Series 1TB M.2-2280 SSD PCIe 4.0 x4 NVMe,Nextorage,NE1N1TB,GHNN SYM                                                    NE1N1TB,G-Series,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,GHNEL SYM,,,
"Seagate ST2000DX001 2TB Hybrid HDD 3.5"" 7200RPM SATA",Seagate,ST2000DX001,,ST2000DX001,2000GB,2000,"3.5""",SATA 6.0 Gb/s,FALSE,SSHD,SSHD,,,,,,
"Crucial MX500 4TB 2.5"" SSD SATA",Crucial,CT4000MX500SSD1,,MX500,4000GB,4000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
KIOXIA BG5 256GB M.2-2280 SSD PCIe 4.0 x4 NVMe,KIOXIA,KBG50ZNV256G,,BG5,256GB,256,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Plextor PX-M2 128GB SSD 2.5"" SATA",Plextor,PX-128M2S,,PX-M2,128GB,128,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Toshiba N300 8TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s Internal",Toshiba,HDWG480XZSTA,,N300,8000GB,8000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital Caviar Blue 500 GB HDD 3.5"" 7200 RPM PATA 100",Western Digital,WD5000AAKB,,Caviar,500GB,500,"3.5""",PATA 100,FALSE,HDD,HDD,,,,,,
Samsung 950 PRO 256GB M.2-2280 SSD PCIe 3.0 x4 NVMe,Samsung,MZ-V5P256BW,,950,256GB,256,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"MSI SPATIUM S270 960GB SSD 2.5"" SATA",MSI,SPATIUM-S270-960GB                                                    S78-440P130-P83,,SPATIUM,960GB,960,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Klevv CRAS C715 256GB SSD M.2-2280 PCIe 4.0 X4 NVMe,Klevv,K256GM2SP0-C7T,,CRAS,256GB,256,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Lexar Professional NM800PRO 1TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Lexar,LNM800P001T-RNNNG,,Professional,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Samsung 980 Pro 2TB SSD M.2-2280 PCIe 4.0 X4 NVMe,Samsung,MZ-V8P2T0B,AM                                                    MZ-V8P2T0BW,980,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,MZ-V8P2T0B/AM,,,
"Toshiba MK7559GSXP 750GB HDD 5400RPM 2.5"" SATA 3.0 Gb/s Internal",Toshiba,MK7559GSXP,,MK7559GSXP,750GB,750,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate Barracuda ES 750GB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",Seagate,ST3750640NS,,Barracuda,750GB,750,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Crucial P2 2TB M.2 SSD PCIe 3.0 NVMe,Crucial,CT2000P2SSD8,,P2,2000GB,2000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Samsung 970 Evo 500 GB M.2-2280 SSD PCIe 3.0 X4 NVMe,Samsung,MZ-V7E500BW,,970,500GB,500,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Hitachi Travelstar 320 GB 2.5"" HDD 5400 RPM SATA 3.0 Gb/s",Hitachi,0A57913,,Travelstar,320GB,320,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
Corsair MP600 Force Series Gen4 1TB M.2-2280 SSD NVMe PCIe 3.0 X4,Corsair,CSSD-F1000GBMP600,,MP600,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Scorpio Blue 320GB HDD 2.5"" 5400RPM SATA",Western Digital,WD3200BEVT,,Scorpio,320GB,320,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate BarraCuda 750 GB 3.5"" HDD 7200RPM SATA Internal",Seagate,ST3750528AS,,BarraCuda,750GB,750,"3.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital AV-25 320GB HDD 5400RPM 2.5"" SATA",Western Digital,WD3200BUCT,,AV-25,320GB,320,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
Samsung XP941 512GB SSD M.2-2280 PCIe 3.0 x4 NVMe,Samsung,MZHPU512HCGL-00000,,XP941,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Western Digital Black SN770 500GB SSD M.2-2280 PCIe 4.0 X4 NVMe,Western Digital,WDS500G3X0E,,Black,500GB,500,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Crucial T710 1TB M.2-2280 SSD PCIe 5.0 x4 NVMe,Crucial,CT1000T710SSD8                                                    CT1000T710SSD8-01,CT1000T710SSD8-01,T710,1000GB,1000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
"Corsair Nova Series 2 60GB SSD 2.5"" SATA",Corsair,CSSD-V60GB2,,Nova,60GB,60,"2.5""",SATA 3.0 Gb/s,FALSE,SSD,SSD,,,,,,
ADATA LEGEND 800 GOLD 1TB SSD M.2-2280 PCIe 4.0 X4 NVMe,ADATA,SLEG-800G-1000GCS-S38,,LEGEND,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Corsair MP600 CORE MINI 2TB SSD M.2-2230 PCIe 4.0 x4 NVMe,Corsair,CSSD-F2000GBMP600CMN,,MP600,2000GB,2000,M.2-2230,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Western Digital SN520 128GB SSD M.2-2280 PCIe 3.0 X2 NVMe,Western Digital,SDAPNUW-128G,,SN520,128GB,128,M.2-2280,M.2 PCIe 3.0 x2,TRUE,SSD,SSD,,,,,,
Sabrent Rocket 5 1TB SSD M.2 PCIe 5.0 NVMe,Sabrent,SB-RKT5-1TB,・・SB-RKT5-1TB,Rocket,1000GB,1000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Red 10TB 3.5"" HDD 5400RPM SATA",Western Digital,WD101EFAX,,Red,10000GB,10000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
MSI SPATIUM M371 500GB SSD M.2-2280 PCIe 3.0 x4 NVMe,MSI,SPATIUM-M371-500GB,,SPATIUM,500GB,500,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Toshiba N300 14TB 3.5"" HDD 7200RPM SATA Internal",Toshiba,HDWG31EXZSTA,,N300,14000GB,14000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
FanXiang S500 Pro 256GB M.2 SSD PCIe 3.0 x4 NVMe,FanXiang,S500 Pro - 256GB - M.2 SSD,S500 Pro - 256gb m.2 ssd,S500,256GB,256,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,Nvme SSD - 256GB - S500 PRO,S500 Pro,,
"Seagate SkyHawk Surveillance 12TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s Internal",Seagate,ST12000VX0008,,SkyHawk,12000GB,12000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Samsung 850 Pro 1TB SSD 2.5"" SATA 6.0 Gb/s",Samsung,MZ-7KE1T0BW,,850,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Apacer AS2280P4 256GB SSD M.2 PCIe 3.0 NVMe,Apacer,AP256GAS2280P4-1,,AS2280P4,256GB,256,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
TEAMGROUP T-Force Cardea Z44L 2TB SSD M.2 PCIe 4.0 NVMe,TEAMGROUP,TM8FPL002T0C127,,T-Force,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Toshiba MQ01ABD025V 250GB HDD 2.5"" SATA",Toshiba,MQ01ABD025V,,MQ01ABD025V,250GB,250,"2.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Kingston NV3 2TB SSD M.2-2230 PCIe 4.0 x4 NVMe,Kingston,SNV3SM3,2T0,NV3,2000GB,2000,M.2-2230,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,SNV3SM3/2T0,,,
"Western Digital Red Pro 14TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",Western Digital,WD141KFGX,WD141KFGX-SPFH9N0,Red,14000GB,14000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Lexar NS100 2TB SSD 2.5"" SATA 6.0 Gb/s",Lexar,LNS100-2TRBNA,,NS100,2000GB,2000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Western Digital Red Pro 2TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",Western Digital,WD2001FFSX,,Red,2000GB,2000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Inland TN470 1TB M.2 SSD PCIe 4.0 NVMe,Inland,1TB TN470,TN470,TN470,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Scorpio Black 500GB HDD 7200RPM 2.5"" SATA 3.0 Gb/s",Western Digital,WD5000BEKT,,Scorpio,500GB,500,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
Transcend MTS800 32GB SSD M.2-2280 SATA,Transcend,TS32GMTS800,,MTS800,32GB,32,M.2-2280,M.2 SATA,FALSE,SSD,SSD,,,,,,
"Kingston SSDNow KC400 512GB SSD 2.5"" SATA 6.0 Gb/s",Kingston,SKC400S37,512G,SSDNow,512GB,512,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Seagate Exos X18 16 TB HDD 3.5"" 7200 RPM SATA 6.0 Gb/s",Seagate,ST16000NM001J,,Exos,16000GB,16000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
KIOXIA EXCERIA PRO 2TB M.2-2280 SSD PCIe 4.0 x4 NVMe,KIOXIA,LSE10Z002TG8,,EXCERIA,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate Enterprise Capacity 6TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",Seagate,ST6000NM0175,,Enterprise,6000GB,6000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
ADATA XPG SX8200 Pro 256GB M.2 SSD PCIe 3.0 X4 NVMe,ADATA,ASX8200PNP-256GT-C,,XPG,256GB,256,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Seagate FireCuda 540 w/Heatsink 2TB SSD M.2-2280 PCIe 5.0 x4 NVMe,Seagate,ZP2000GM3A014,,FireCuda,2000GB,2000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
Apacer AS2280Q4 2TB M.2-2280 SSD PCIe 4.0 X4 NVMe,Apacer,AP2TBAS2280Q4-1,,AS2280Q4,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
HP EX900 1TB SSD M.2-2280 NVMe PCIe 3.0 X4,HP,5XM46AA#ABC,,EX900,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"OCZ Vertex 460 120GB SSD 2.5"" SATA",OCZ,VTX460-25SAT3-120G,,Vertex,120GB,120,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Transcend 110S 512GB SSD M.2-2280 PCIe 3.0 X4 NVMe,Transcend,TS512GMTE110S,,110S,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Crucial T700 2TB M.2 SSD PCIe 5.0 NVMe,Crucial,CT2000T700SSD3,,T700,2000GB,2000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
TEAMGROUP MS30 128GB SSD M.2-2280 SATA,TEAMGROUP,TM8PS7128G0C101,,MS30,128GB,128,M.2-2280,M.2 SATA,FALSE,SSD,SSD,,,,,,
Samsung 9100 PRO 1TB M.2-2280 SSD PCIe 5.0 x4 NVMe,Samsung,MZ-VAP1T0B,AM                                                    MZ-VAP1T0B                                                    MZ-VAP1T0BW,9100,1000GB,1000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,MZ-VAP1T0B/AM,,,
"Crucial M500 240GB SSD 2.5"" SATA",Crucial,CT240M500SSD1,,M500,240GB,240,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
AGI AI298 1TB M.2-2280 SSD PCIe 3.0 X4 NVMe,AGI,AGI1T0GIMAI298,,AI298,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Micron 2400 1TB SSD M.2-2230 PCIe 4.0 x4 NVMe,Micron,MTFDKBK1T0QFM-1BD1AABYYR,,2400,1000GB,1000,M.2-2230,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate BarraCuda Pro Compute 1TB HDD 2.5"" SATA",Seagate,ST1000LM049,,BarraCuda,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
PNY CS2241 1TB M.2-2280 SSD PCIe 4.0 x4 NVMe,PNY,M280CS2241-1TB-CL                                                    M280CS2241-1TB-RB,M280CS2241-1TB-RB,CS2241,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Silicon Power US75 2TB M.2-2280 SSD PCIe 4.0 X4 NVMe,Silicon Power,SP02KGBP44US7505                                                    SU02KGBP44US7505SN,SP02KGBP44US7505,US75,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Titanium Micro TH7175 2TB M.2-2280 SSD PCIe 4.0 X4 NVME,Titanium Micro,TMNM2Q-TH7175-2TB,,TH7175,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Intel Optane 905P 1.5 TB SSD PCIe NVMe,Intel,SSDPED1D015TAX1,,Optane,1000GB,1000,PCIe,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Crucial MX500 1TB SSD M.2 SATA,Crucial,CT1000MX500SSD4,EC-M2SA,MX500,1000GB,1000,M.2-2280,M.2 SATA,FALSE,SSD,SSD,,,,,,
Gigabyte AORUS 1TB SSD PCIe PCIe x4 NVMe,Gigabyte,GP-ASACNE2100TTTDR,,AORUS,1000GB,1000,PCIe,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Samsung PM1633a 15.36 TB SSD 2.5"" SAS 12.0 Gb/s",Samsung,MZILS15THMLS-00007,,PM1633a,15000GB,15000,"2.5""",SAS 12.0 Gb/s,FALSE,SSD,SSD,,,,,,
Acer FA200 2TB M.2-2280 SSD PCIe 4.0 X4 NVMe,Acer,BL.9BWWA.125,,FA200,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital WD_BLACK 10TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",Western Digital,WD102FZBX,,WD_BLACK,10000GB,10000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Hitachi Ultrastar 6TB HDD 3.5"" 7200RPM SAS 12.0 Gb/s",Hitachi,0F23270,,Ultrastar,6000GB,6000,"3.5""",SAS 12.0 Gb/s,FALSE,HDD,HDD,,,,,,
Seagate BarraCuda Q5 2TB SSD M.2-2280 PCIe 3.0 x4 NVMe,Seagate,ZP2000CV3A001,,BarraCuda,2000GB,2000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
TEAMGROUP T-Force Cardea Z540 2TB SSD M.2-2280 PCIe 5.0 X4 NVMe,TEAMGROUP,TM8FF1002T0C129,,T-Force,2000GB,2000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
TEAMGROUP MS30 512GB SSD M.2-2242 SATA,TEAMGROUP,TM4PS7512G0C101,,MS30,512GB,512,M.2-2242,M.2 SATA,FALSE,SSD,SSD,,,,,,
"Western Digital Black 1TB HDD 2.5"" 7200RPM SATA Internal",Western Digital,WD10JPLX,,Black,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital Blue SA510 500 GB SSD 2.5"" SATA 6.0 Gb/s",Western Digital,WDS500G3B0A,,Blue,500GB,500,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Seagate Exos M 36TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",Seagate,ST36000NM003K,,Exos,36000GB,36000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital Gold 14 TB HDD 3.5"" 7200 RPM SATA 6.0 Gb/s Internal",Western Digital,WD141KRYZ,WD141KRYZ-SPC66B0,Gold,14000GB,14000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate SkyHawk AI 12TB HDD 3.5"" SATA",Seagate,ST12000VE001,,SkyHawk,12000GB,12000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
AITC Kingsman KP800 2TB M.2-2280 SSD PCIe 4.0 X4 NVMe,AITC Kingsman,AIKP800M2TB228,,KP800,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"TCSunBow X3 1TB 2.5"" SSD SATA",TCSunBow,X3-1TB,,X3,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Micron 5200 Ion 7.68 TB SSD 2.5"" SATA",Micron,MTFDDAK7T6QDE-2AV1ZABYY,,5200,7000GB,7000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
TEAMGROUP T-Create Classic C47 4TB SSD M.2 PCIe 4.0 NVMe,TEAMGROUP,TM8FFC004T0C129,,T-Create,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Hitachi Ultrastar He10 10TB HDD 3.5"" 7200RPM SATA",Hitachi,0F27352,1412940,Ultrastar,10000GB,10000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Toshiba MG10 512e 20TB HDD 7200RPM 3.5"" SATA",Toshiba,MG10ACA20TE,,MG10,20000GB,20000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Axiom 0A89470-AX 500GB HDD 3.5"" 7200RPM SATA",Axiom,0A89470-AX,,0A89470-AX,500GB,500,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
